ubicacion,actualizado_dt,actas_contabilizadas_pct,global_contabilizadas,global_jee,global_pendientes,candidato_o_tipo,agrupacion,porcentaje_valido,porcentaje_emitido,cantidad_votos,electores_habiles,asistentes_totales,ausentes_totales,pendientes_totales,lat,lon
TODOS,2026-04-14 18:34:44,80.425,74607,2481.0,15678.0,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,1.085,0.913,151327,27325432,16577520,5145106.0,5602807.0,,
TODOS,2026-04-14 18:34:44,80.425,74607,2481.0,15678.0,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,0.959,0.807,133772,27325432,16577520,5145106.0,5602807.0,,
TODOS,2026-04-14 18:34:44,80.425,74607,2481.0,15678.0,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,0.879,0.740,122642,27325432,16577520,5145106.0,5602807.0,,
TODOS,2026-04-14 18:34:44,80.425,74607,2481.0,15678.0,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,0.849,0.714,118380,27325432,16577520,5145106.0,5602807.0,,
TODOS,2026-04-14 18:34:44,80.425,74607,2481.0,15678.0,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",3.584,3.016,499878,27325432,16577520,5145106.0,5602807.0,,
TODOS,2026-04-14 18:34:44,80.425,74607,2481.0,15678.0,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,7.527,6.335,1049982,27325432,16577520,5145106.0,5602807.0,,
TODOS,2026-04-14 18:34:44,80.425,74607,2481.0,15678.0,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,8.017,6.747,1118334,27325432,16577520,5145106.0,5602807.0,,
TODOS,2026-04-14 18:34:44,80.425,74607,2481.0,15678.0,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,10.063,8.469,1403711,27325432,16577520,5145106.0,5602807.0,,
TODOS,2026-04-14 18:34:44,80.425,74607,2481.0,15678.0,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,16.883,14.208,2354997,27325432,16577520,5145106.0,5602807.0,,
TODOS,2026-04-14 18:34:44,80.425,74607,2481.0,15678.0,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,12.48,10.503,1740914,27325432,16577520,5145106.0,5602807.0,,
TODOS,2026-04-14 18:34:44,80.425,74607,2481.0,15678.0,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,11.611,9.772,1619713,27325432,16577520,5145106.0,5602807.0,,
TODOS,2026-04-14 18:34:44,80.425,74607,2481.0,15678.0,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,10.831,9.115,1510817,27325432,16577520,5145106.0,5602807.0,,
TODOS,2026-04-14 18:34:44,80.425,74607,2481.0,15678.0,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1.299,1.093,181224,27325432,16577520,5145106.0,5602807.0,,
TODOS,2026-04-14 18:34:44,80.425,74607,2481.0,15678.0,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1.498,1.261,208953,27325432,16577520,5145106.0,5602807.0,,
TODOS,2026-04-14 18:34:44,80.425,74607,2481.0,15678.0,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,1.888,1.589,263384,27325432,16577520,5145106.0,5602807.0,,
TODOS,2026-04-14 18:34:44,80.425,74607,2481.0,15678.0,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,3.509,2.953,489516,27325432,16577520,5145106.0,5602807.0,,
TODOS,2026-04-14 18:34:44,80.425,74607,2481.0,15678.0,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,0.689,0.580,96065,27325432,16577520,5145106.0,5602807.0,,
TODOS,2026-04-14 18:34:44,80.425,74607,2481.0,15678.0,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,0.726,0.611,101275,27325432,16577520,5145106.0,5602807.0,,
TODOS,2026-04-14 18:34:44,80.425,74607,2481.0,15678.0,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,0.799,0.672,111455,27325432,16577520,5145106.0,5602807.0,,
TODOS,2026-04-14 18:34:44,80.425,74607,2481.0,15678.0,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,0.835,0.702,116433,27325432,16577520,5145106.0,5602807.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.195,0.164,27246,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,0.243,0.204,33912,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,0.367,0.309,51231,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.391,0.329,54586,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",3.582,3.014,500216,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,7.526,6.333,1050972,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,8.015,6.744,1119288,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,10.064,8.468,1405410,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,10.845,9.126,1514575,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,11.605,9.765,1620674,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,12.473,10.496,1741886,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,16.884,14.207,2357844,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,0.849,0.714,118519,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,0.879,0.740,122815,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,0.959,0.807,133931,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,1.085,0.913,151544,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1.299,1.093,181474,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1.499,1.261,209330,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,1.888,1.588,263600,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,3.508,2.952,489919,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,0.393,0.331,54915,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,0.416,0.350,58152,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,0.501,0.421,69943,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,0.571,0.480,79686,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,0.689,0.580,96210,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,0.727,0.611,101460,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,0.799,0.673,111648,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,0.835,0.703,116616,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,0.127,0.107,17795,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0.135,0.114,18862,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,0.16,0.135,22376,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,0.184,0.155,25713,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,0.098,0.082,13658,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0.084,0.071,11731,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.067,0.057,9395,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:44:39,80.537,74711,2505.0,15550.0,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,0.057,0.048,7954,27325432,16598287,5155763.0,5571382.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,0.184,0.155,25768,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,0.16,0.135,22399,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0.135,0.114,18895,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,0.127,0.107,17825,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,0.835,0.703,116770,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,0.8,0.673,111894,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,0.727,0.612,101661,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,0.689,0.580,96379,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,0.571,0.480,79841,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,0.501,0.421,70002,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,0.416,0.350,58191,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,0.393,0.331,54979,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,0.098,0.082,13688,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0.084,0.071,11748,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.067,0.057,9407,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,0.057,0.048,7968,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,1.086,0.914,151814,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,0.959,0.807,134128,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,0.88,0.740,123026,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,0.849,0.714,118684,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,3.507,2.951,490357,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,1.888,1.588,263951,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1.5,1.262,209684,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1.3,1.094,181790,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.391,0.329,54637,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,0.367,0.309,51366,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,0.243,0.204,33969,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.195,0.164,27287,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,10.066,8.469,1407374,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,8.012,6.741,1120213,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,7.525,6.331,1052156,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",3.581,3.013,500656,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,16.884,14.206,2360688,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,12.465,10.488,1742842,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,11.599,9.759,1621720,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 18:54:26,80.657,74822,2541.0,15403.0,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,10.859,9.136,1518287,27325432,16619328,5165873.0,5540231.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,16.884,14.205,2363199,27325432,16637089,5177623.0,5510720.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,12.458,10.481,1743691,27325432,16637089,5177623.0,5510720.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,11.593,9.753,1622632,27325432,16637089,5177623.0,5510720.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,10.87,9.145,1521435,27325432,16637089,5177623.0,5510720.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,10.068,8.470,1409123,27325432,16637089,5177623.0,5510720.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,8.01,6.739,1121100,27325432,16637089,5177623.0,5510720.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,7.524,6.330,1053161,27325432,16637089,5177623.0,5510720.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",3.579,3.011,500987,27325432,16637089,5177623.0,5510720.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.391,0.329,54684,27325432,16637089,5177623.0,5510720.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,0.368,0.309,51441,27325432,16637089,5177623.0,5510720.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,0.243,0.204,34001,27325432,16637089,5177623.0,5510720.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.195,0.164,27306,27325432,16637089,5177623.0,5510720.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,0.128,0.107,17851,27325432,16637089,5177623.0,5510720.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0.135,0.114,18918,27325432,16637089,5177623.0,5510720.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,0.16,0.135,22435,27325432,16637089,5177623.0,5510720.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,0.184,0.155,25795,27325432,16637089,5177623.0,5510720.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,0.057,0.048,7981,27325432,16637089,5177623.0,5510720.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.067,0.057,9419,27325432,16637089,5177623.0,5510720.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0.084,0.071,11766,27325432,16637089,5177623.0,5510720.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,0.098,0.082,13711,27325432,16637089,5177623.0,5510720.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,0.69,0.580,96508,27325432,16637089,5177623.0,5510720.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,0.728,0.612,101856,27325432,16637089,5177623.0,5510720.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,0.801,0.674,112159,27325432,16637089,5177623.0,5510720.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,0.835,0.703,116906,27325432,16637089,5177623.0,5510720.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,0.849,0.714,118820,27325432,16637089,5177623.0,5510720.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,0.88,0.741,123203,27325432,16637089,5177623.0,5510720.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,0.959,0.807,134245,27325432,16637089,5177623.0,5510720.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,1.086,0.914,152010,27325432,16637089,5177623.0,5510720.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1.301,1.094,182042,27325432,16637089,5177623.0,5510720.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1.501,1.263,210052,27325432,16637089,5177623.0,5510720.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,1.888,1.588,264238,27325432,16637089,5177623.0,5510720.0,,
TODOS,2026-04-14 19:04:47,80.768,74925,2565.0,15276.0,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,3.506,2.950,490702,27325432,16637089,5177623.0,5510720.0,,
