ubicacion,actualizado_dt,avance_actas_pct,actas_contabilizadas,actas_pendientes,actas_jee,total_actas,votantes_ausentes_est,votantes_emitidos_pendientes_est,votantes_emitidos_jee_est,votantes_validos_pendientes_est,votantes_validos_jee_est,candidato_o_tipo,agrupacion,porcentaje_valido_base,porcentaje_valido_usado_prior,votos_proyectados_faltantes,votos_proyectados_pendientes,votos_proyectados_jee,observacion
UTCUBAMBA,2026-04-17 18:08:40,0.9115,309,0,30,339,2669.52,0.0,5665.61,0.0,4373.65,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0.146,0.122,5.0,0.0,5.0,Data real
UTCUBAMBA,2026-04-17 18:08:40,0.9115,309,0,30,339,2669.52,0.0,5665.61,0.0,4373.65,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0.144,0.111,5.0,0.0,5.0,Data real
UTCUBAMBA,2026-04-17 18:08:40,0.9115,309,0,30,339,2669.52,0.0,5665.61,0.0,4373.65,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,0.135,0.133,6.0,0.0,6.0,Data real
UTCUBAMBA,2026-04-17 18:08:40,0.9115,309,0,30,339,2669.52,0.0,5665.61,0.0,4373.65,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,0.082,0.069,3.0,0.0,3.0,Data real
UTCUBAMBA,2026-04-17 18:08:40,0.9115,309,0,30,339,2669.52,0.0,5665.61,0.0,4373.65,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,0.055,0.031,1.0,0.0,1.0,Data real
UTCUBAMBA,2026-04-17 18:08:40,0.9115,309,0,30,339,2669.52,0.0,5665.61,0.0,4373.65,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.04,0.026,1.0,0.0,1.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,18.265,18.183,440.0,0.0,440.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,16.727,16.74,405.0,0.0,405.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,11.751,11.722,284.0,0.0,284.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,10.969,10.925,264.0,0.0,264.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,9.126,9.023,218.0,0.0,218.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,6.368,6.264,152.0,0.0,152.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",4.357,4.288,104.0,0.0,104.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,3.377,3.334,81.0,0.0,81.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,3.145,3.189,77.0,0.0,77.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,2.724,2.68,65.0,0.0,65.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,1.701,1.746,42.0,0.0,42.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,1.469,1.536,37.0,0.0,37.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,1.199,1.165,28.0,0.0,28.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,1.074,1.085,26.0,0.0,26.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1.005,1.05,25.0,0.0,25.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,0.928,0.949,23.0,0.0,23.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,0.761,0.811,20.0,0.0,20.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,0.743,0.789,19.0,0.0,19.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,0.726,0.792,19.0,0.0,19.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,0.563,0.534,13.0,0.0,13.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,0.498,0.552,13.0,0.0,13.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,0.339,0.377,9.0,0.0,9.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,0.275,0.224,5.0,0.0,5.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,0.254,0.175,4.0,0.0,4.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,0.219,0.238,6.0,0.0,6.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.219,0.176,4.0,0.0,4.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,0.18,0.202,5.0,0.0,5.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,0.172,0.192,5.0,0.0,5.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,0.172,0.174,4.0,0.0,4.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,0.168,0.184,4.0,0.0,4.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0.112,0.142,3.0,0.0,3.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.107,0.1,2.0,0.0,2.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0.103,0.145,4.0,0.0,4.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,0.09,0.151,4.0,0.0,4.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.06,0.078,2.0,0.0,2.0,Data real
CHACHAPOYAS,2026-04-17 18:08:40,0.9059,154,0,16,170,1244.43,0.0,3046.87,0.0,2419.82,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,0.052,0.083,2.0,0.0,2.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,23.194,23.153,144.0,0.0,144.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,18.332,18.2,113.0,0.0,113.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,11.82,11.765,73.0,0.0,73.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,11.82,11.726,73.0,0.0,73.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,6.958,6.862,43.0,0.0,43.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,4.817,4.681,29.0,0.0,29.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,4.193,4.042,25.0,0.0,25.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,3.88,3.927,24.0,0.0,24.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,1.873,1.974,12.0,0.0,12.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",1.472,1.383,9.0,0.0,9.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,1.338,1.353,8.0,0.0,8.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,1.249,1.328,8.0,0.0,8.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,0.981,1.012,6.0,0.0,6.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,0.981,1.035,6.0,0.0,6.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,0.892,0.835,5.0,0.0,5.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,0.892,0.967,6.0,0.0,6.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,0.803,0.88,5.0,0.0,5.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,0.714,0.816,5.0,0.0,5.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,0.535,0.62,4.0,0.0,4.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,0.446,0.397,2.0,0.0,2.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,0.312,0.346,2.0,0.0,2.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,0.312,0.387,2.0,0.0,2.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,0.312,0.336,2.0,0.0,2.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,0.312,0.268,2.0,0.0,2.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,0.268,0.297,2.0,0.0,2.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.268,0.294,2.0,0.0,2.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.178,0.111,1.0,0.0,1.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,0.178,0.273,2.0,0.0,2.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,0.134,0.165,1.0,0.0,1.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,0.134,0.055,0.0,0.0,0.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0.089,0.154,1.0,0.0,1.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,0.089,0.093,1.0,0.0,1.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.089,0.079,0.0,0.0,0.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0.045,0.092,1.0,0.0,1.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,0.045,0.0,0.0,0.0,0.0,Data real
ASUNCIÓN,2026-04-17 18:08:40,0.7826,18,0,5,23,441.08,0.0,883.27,0.0,622.73,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,0.045,0.093,1.0,0.0,1.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,27.795,27.741,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,23.94,23.774,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,12.63,12.578,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,7.351,7.307,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,4.903,4.77,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,3.321,3.179,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,2.465,2.405,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,2.037,2.105,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1.766,1.83,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,1.643,1.581,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",1.547,1.458,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,1.241,1.348,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,1.241,1.322,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,1.11,1.141,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1.049,1.125,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,0.935,0.953,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,0.551,0.635,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,0.498,0.556,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,0.463,0.339,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,0.455,0.406,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,0.428,0.533,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,0.428,0.502,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,0.323,0.279,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,0.245,0.279,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.219,0.152,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.21,0.199,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,0.184,0.209,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,0.175,0.206,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,0.175,0.096,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,0.157,0.187,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0.131,0.196,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,0.131,0.226,0.0,0.0,0.0,Data real
BONGARÁ,2026-04-17 18:08:40,1.0,84,0,0,84,0.0,0.0,0.0,0.0,0.0,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,0.114,0.117,0.0,0.0,0.0,Data real
